from	to	value	id
AGL	APOA5	-0.903030303030303	GSE62232_Non_tumoral
ANXA5	APOA5	-0.8145934285312866	GSE62232_Non_tumoral
ACSL4	APOBEC3B	0.8318392892065836	GSE62232_Non_tumoral
AP000525.9	APOBEC3B	-0.8221013607794133	GSE62232_Non_tumoral
ABAT	APOH	0.8787878787878787	GSE62232_Non_tumoral
ABCA6	APOH	0.8787878787878787	GSE62232_Non_tumoral
ADH4	APOH	0.9272727272727271	GSE62232_Non_tumoral
AFM	APOH	0.806060606060606	GSE62232_Non_tumoral
ALDOB	APOH	0.9272727272727271	GSE62232_Non_tumoral
ANGPTL3	APOH	0.8424242424242423	GSE62232_Non_tumoral
AP1M2	APOH	-0.8666666666666666	GSE62232_Non_tumoral
ACADSB	APOL3	0.8181818181818181	GSE62232_Non_tumoral
ACSL5	APOL3	0.8303030303030301	GSE62232_Non_tumoral
ADIRF	APOL3	0.8303030303030301	GSE62232_Non_tumoral
AEBP1	APOL3	-0.9118583155200969	GSE62232_Non_tumoral
ANO1	APOL3	0.9636363636363636	GSE62232_Non_tumoral
ANXA13	APOL3	0.8085143730944859	GSE62232_Non_tumoral
AADAC	APOLD1	-0.8303030303030301	GSE62232_Non_tumoral
ABCG5	APOLD1	-0.8303030303030301	GSE62232_Non_tumoral
ABLIM3	APOLD1	0.8666666666666666	GSE62232_Non_tumoral
ACOT12	APOLD1	-0.8181818181818181	GSE62232_Non_tumoral
ADAMTS1	APOLD1	0.8303030303030301	GSE62232_Non_tumoral
AHSG	APOLD1	-0.8424242424242423	GSE62232_Non_tumoral
AKR1C3	APOLD1	-0.8666666666666666	GSE62232_Non_tumoral
AKR1C4	APOLD1	-0.8666666666666666	GSE62232_Non_tumoral
AKR1D1	APOLD1	0.8181818181818181	GSE62232_Non_tumoral
AF070581	APOM	-0.8292837093139817	GSE62232_Non_tumoral
AK025288	APOM	-0.8303030303030301	GSE62232_Non_tumoral
ABCB1	AQP1	-0.9118583155200969	GSE62232_Non_tumoral
ADHFE1	AQP1	-0.9057792600832963	GSE62232_Non_tumoral
AGL	AQP1	-0.8389096502784892	GSE62232_Non_tumoral
AOC1	AQP1	0.8719512195121953	GSE62232_Non_tumoral
ACAA1	AQP11	0.806060606060606	GSE62232_Non_tumoral
AHSG	AQP11	0.8909090909090908	GSE62232_Non_tumoral
AKR1C4	AQP11	0.8909090909090908	GSE62232_Non_tumoral
ANKRD35	AQP11	0.8292837093139817	GSE62232_Non_tumoral
ANXA10	AQP11	0.9272727272727271	GSE62232_Non_tumoral
ADRB2	AQP8	0.8597720809799368	GSE62232_Non_tumoral
AKR1C3	AQP8	0.8231860349807907	GSE62232_Non_tumoral
AKR7A3	AQP8	0.9207488243118473	GSE62232_Non_tumoral
ALDH1L1	AQP8	-0.8109906863144086	GSE62232_Non_tumoral
ANGPTL1	AQP8	0.9085534756454653	GSE62232_Non_tumoral
ANKRD22	AQP8	0.8292837093139817	GSE62232_Non_tumoral
ANKRD36B	AQP8	0.8231860349807907	GSE62232_Non_tumoral
AF070581	AQP9	-0.87806510397951	GSE62232_Non_tumoral
AGBL2	AQP9	-0.9272727272727271	GSE62232_Non_tumoral
ALDH1L1	AQP9	0.8545454545454544	GSE62232_Non_tumoral
ALPK2	AQP9	-0.8545454545454544	GSE62232_Non_tumoral
ANGPTL1	AQP9	-0.806060606060606	GSE62232_Non_tumoral
ANKRD22	AQP9	-0.8424242424242423	GSE62232_Non_tumoral
ANKRD29	AQP9	-0.8303030303030301	GSE62232_Non_tumoral
AQP8	AQP9	-0.8231860349807907	GSE62232_Non_tumoral
ABLIM3	AR	0.8303030303030301	GSE62232_Non_tumoral
ACOT12	AR	-0.8303030303030301	GSE62232_Non_tumoral
AGXT	AR	-0.8181818181818181	GSE62232_Non_tumoral
AKR1D1	AR	0.903030303030303	GSE62232_Non_tumoral
ALPK2	AR	-0.8545454545454544	GSE62232_Non_tumoral
APOA4	AR	-0.8145934285312866	GSE62232_Non_tumoral
AFP	ARG2	0.8328305948416884	GSE62232_Non_tumoral
AGL	ARHGEF26	0.8424242424242423	GSE62232_Non_tumoral
ANO5	ARHGEF26	0.9393939393939392	GSE62232_Non_tumoral
AOC1	ARHGEF26	-0.9544117035777013	GSE62232_Non_tumoral
AQP1	ARHGEF26	-0.8814630383360936	GSE62232_Non_tumoral
AADAT	ARID3A	-0.8909090909090908	GSE62232_Non_tumoral
ACSL1	ARID3A	-0.8181818181818181	GSE62232_Non_tumoral
ADHFE1	ARID3A	-0.8909090909090908	GSE62232_Non_tumoral
ACP5	ARMCX1	0.8936211492096948	GSE62232_Non_tumoral
AADACP1	ARMCX3	-0.857146816588891	GSE62232_Non_tumoral
ABCG8	ARMCX3	0.8787878787878787	GSE62232_Non_tumoral
APOA4	ARMCX3	0.8632258720256918	GSE62232_Non_tumoral
APOA5	ARMCX3	0.806060606060606	GSE62232_Non_tumoral
AR	ARMCX3	-0.806060606060606	GSE62232_Non_tumoral
AHR	ARNT2	0.8051426574760588	GSE62232_Non_tumoral
AGPAT9	ARRDC3	-0.8303030303030301	GSE62232_Non_tumoral
A1BG	ARRDC4	-0.8303030303030301	GSE62232_Non_tumoral
ABCB1	ARRDC4	0.8424242424242423	GSE62232_Non_tumoral
AGL	ARRDC4	0.9636363636363636	GSE62232_Non_tumoral
AMIGO2	ARRDC4	0.8206724839680872	GSE62232_Non_tumoral
ANXA5	ARRDC4	0.8085143730944859	GSE62232_Non_tumoral
AOC1	ARRDC4	-0.8145934285312866	GSE62232_Non_tumoral
APOA5	ARRDC4	-0.8909090909090908	GSE62232_Non_tumoral
AQP1	ARRDC4	-0.8632258720256918	GSE62232_Non_tumoral
ARHGEF26	ARRDC4	0.8424242424242423	GSE62232_Non_tumoral
APLNR	ARSE	0.806060606060606	GSE62232_Non_tumoral
ABCA6	ART4	0.8181818181818181	GSE62232_Non_tumoral
AFM	ART4	0.8181818181818181	GSE62232_Non_tumoral
ALDH1A1	ART4	0.8181818181818181	GSE62232_Non_tumoral
ALDOB	ART4	0.8545454545454544	GSE62232_Non_tumoral
ANGPTL3	ART4	0.8787878787878787	GSE62232_Non_tumoral
APOH	ART4	0.903030303030303	GSE62232_Non_tumoral
ABCB4	AS3MT	0.8181818181818181	GSE62232_Non_tumoral
ABCG5	AS3MT	0.8181818181818181	GSE62232_Non_tumoral
ADH1A	AS3MT	0.8545454545454544	GSE62232_Non_tumoral
AHSG	AS3MT	0.8545454545454544	GSE62232_Non_tumoral
AMFR	AS3MT	0.806060606060606	GSE62232_Non_tumoral
ABCB11	ASAP2	-0.8145934285312866	GSE62232_Non_tumoral
ABCG1	ASAP2	0.8024353176576852	GSE62232_Non_tumoral
ADRB2	ASAP2	0.8997002046464955	GSE62232_Non_tumoral
AGPAT9	ASAP2	-0.8145934285312866	GSE62232_Non_tumoral
AGTR1	ASAP2	-0.8267515394048878	GSE62232_Non_tumoral
AK025288	ASAP2	0.8267515394048878	GSE62232_Non_tumoral
ALDH1L1	ASAP2	-0.8085143730944859	GSE62232_Non_tumoral
AMDHD1	ASAP2	-0.8024353176576852	GSE62232_Non_tumoral
ANKRD36B	ASAP2	0.8632258720256918	GSE62232_Non_tumoral
AQP9	ASAP2	-0.8449887057152897	GSE62232_Non_tumoral
A1BG	ASB9	-0.8997002046464955	GSE62232_Non_tumoral
AADACP1	ASB9	0.9207317073170734	GSE62232_Non_tumoral
ABCB1	ASB9	0.8145934285312866	GSE62232_Non_tumoral
ABCC2	ASB9	0.8024353176576852	GSE62232_Non_tumoral
ACSL1	ASB9	0.8449887057152897	GSE62232_Non_tumoral
ACSM2A	ASB9	0.9118583155200969	GSE62232_Non_tumoral
AGL	ASB9	0.9483326481409007	GSE62232_Non_tumoral
ANXA5	ASB9	0.8841463414634149	GSE62232_Non_tumoral
APOA5	ASB9	-0.9483326481409007	GSE62232_Non_tumoral
ARRDC4	ASB9	0.9118583155200969	GSE62232_Non_tumoral
AF070581	ASCL1	0.9085534756454653	GSE62232_Non_tumoral
AGBL2	ASCL1	0.9393939393939392	GSE62232_Non_tumoral
AKR7A3	ASCL1	0.9393939393939392	GSE62232_Non_tumoral
ALDH1L1	ASCL1	-0.8787878787878787	GSE62232_Non_tumoral
ALPK2	ASCL1	0.806060606060606	GSE62232_Non_tumoral
ANGPTL1	ASCL1	0.8545454545454544	GSE62232_Non_tumoral
ANKRD22	ASCL1	0.9393939393939392	GSE62232_Non_tumoral
ANKRD29	ASCL1	0.8545454545454544	GSE62232_Non_tumoral
ANKRD36B	ASCL1	0.8787878787878787	GSE62232_Non_tumoral
AQP8	ASCL1	0.8658697553131279	GSE62232_Non_tumoral
AQP9	ASCL1	-0.8909090909090908	GSE62232_Non_tumoral
ARMCX1	ASCL1	0.8206724839680872	GSE62232_Non_tumoral
ASAP2	ASCL1	0.8024353176576852	GSE62232_Non_tumoral
AASS	ASL	0.8814630383360936	GSE62232_Non_tumoral
ACMSD	ASL	0.8389096502784892	GSE62232_Non_tumoral
AGTR1	ASL	0.8267515394048878	GSE62232_Non_tumoral
AMDHD1	ASL	0.9361745372672994	GSE62232_Non_tumoral
ARG2	ASL	0.8632258720256918	GSE62232_Non_tumoral
ABLIM3	ASPA	0.8787878787878787	GSE62232_Non_tumoral
ACADL	ASPA	0.806060606060606	GSE62232_Non_tumoral
ACOT12	ASPA	-0.8424242424242423	GSE62232_Non_tumoral
ADD3	ASPA	0.8909090909090908	GSE62232_Non_tumoral
AGXT	ASPA	-0.806060606060606	GSE62232_Non_tumoral
AGXT2	ASPA	-0.8181818181818181	GSE62232_Non_tumoral
AKR1C3	ASPA	-0.8666666666666666	GSE62232_Non_tumoral
AKR1D1	ASPA	0.8181818181818181	GSE62232_Non_tumoral
ANKRD22	ASPA	-0.8424242424242423	GSE62232_Non_tumoral
ANKRD29	ASPA	-0.8181818181818181	GSE62232_Non_tumoral
AQP8	ASPA	-0.8414790579803638	GSE62232_Non_tumoral
AQP9	ASPA	0.8545454545454544	GSE62232_Non_tumoral
ACSL5	ASPM	-0.8085143730944859	GSE62232_Non_tumoral
AL132709.8	ASPM	-0.8426568121416811	GSE62232_Non_tumoral
ARRDC3	ASPM	-0.8389096502784892	GSE62232_Non_tumoral
ACSM3	ASPN	0.806060606060606	GSE62232_Non_tumoral
AMFR	ASPSCR1	0.8303030303030301	GSE62232_Non_tumoral
AASS	ASS1	0.8787878787878787	GSE62232_Non_tumoral
ACMSD	ASS1	0.806060606060606	GSE62232_Non_tumoral
AKR1C1	ASS1	0.9272727272727271	GSE62232_Non_tumoral
AMDHD1	ASS1	0.9272727272727271	GSE62232_Non_tumoral
ANXA13	ASS1	-0.8632258720256918	GSE62232_Non_tumoral
ASL	ASS1	0.8449887057152897	GSE62232_Non_tumoral
AADAC	ATAD2	0.8424242424242423	GSE62232_Non_tumoral
AHSG	ATAD2	0.8545454545454544	GSE62232_Non_tumoral
ANXA10	ATAD2	0.806060606060606	GSE62232_Non_tumoral
AQP11	ATAD2	0.8424242424242423	GSE62232_Non_tumoral
