from	to	value	id
CAPN5	DHRS4	0.8609625668449197	GSE56140_cirr
CKAP4	DHRS4	-0.8068754774637127	GSE56140_cirr
COBLL1	DHRS4	0.8010695187165775	GSE56140_cirr
COQ10A	DHRS4	0.838655462184874	GSE56140_cirr
CRYL1	DHRS4	0.8090145148968678	GSE56140_cirr
CAPN5	DHRS4L2	0.8395721925133689	GSE56140_cirr
DHRS4	DHRS4L2	0.947746371275783	GSE56140_cirr
ALDH7A1	DHTKD1	0.8316271963330787	GSE56140_cirr
ANXA5	DHTKD1	-0.8038197097020626	GSE56140_cirr
BBOX1	DHTKD1	0.815126050420168	GSE56140_cirr
AKR1D1	DKFZP564J102	0.8032085561497326	GSE56140_cirr
C16orf30	DKFZP586H2123	0.8447669977081741	GSE56140_cirr
C1orf198	DKFZP586H2123	0.8038197097020626	GSE56140_cirr
CCDC3	DKFZP586H2123	0.8780748663101604	GSE56140_cirr
C7orf23	DKFZp761P0423	0.8203208556149731	GSE56140_cirr
CAT	DKFZp761P0423	-0.8603514132925897	GSE56140_cirr
CD74	DKFZp761P0423	0.8328495034377387	GSE56140_cirr
CSDA	DKFZp761P0423	0.812681436210848	GSE56140_cirr
DCI	DKFZp761P0423	-0.8181818181818182	GSE56140_cirr
ADH4	DMGDH	0.8316271963330787	GSE56140_cirr
ALDH2	DMGDH	0.8576012223071047	GSE56140_cirr
ALDH5A1	DMGDH	0.8245989304812833	GSE56140_cirr
AMBP	DMGDH	0.8068754774637127	GSE56140_cirr
AOX1	DMGDH	0.8001527883880825	GSE56140_cirr
CAT	DMGDH	0.8661573720397249	GSE56140_cirr
CFI	DMGDH	0.8032085561497326	GSE56140_cirr
C8orf40	DNAJC12	0.8404889228418639	GSE56140_cirr
CDH1	DNAJC12	-0.8007639419404124	GSE56140_cirr
CLEC4G	DNASE1L3	0.8334606569900688	GSE56140_cirr
ARL2	DNMT1	0.8331550802139037	GSE56140_cirr
DAO	DNMT3L	0.8139037433155081	GSE56140_cirr
DCXR	DNMT3L	0.8206264323911382	GSE56140_cirr
ALOX5AP	DOCK2	0.838655462184874	GSE56140_cirr
ARHGEF6	DOCK2	0.893659281894576	GSE56140_cirr
